BG-B-INBET-D90-SMB ;SAMBAND;Inbetalningar från bankgiro
L35-O-PERSONINFO-Y05-SMB ;SAMBAND;PERSONINFORMATION
L35-O-PROVISION-L73-SMB ;SAMBAND;PROVISION
L36-B-L81-SMB ;SAMBAND;
L36-O-L00-SMB ;SAMBAND;ONLINE: MENYVAL TILL TP-RUTIN, BOLAGSKONTROLL
L42-B-Z01-SMB ;SAMBAND;
L50-B-G01-SMB ;SAMBAND;
L50-B-L89-SMB ;SAMBAND;
L50-B-SÄLJINFO-MÅNAD-G01-SMB ;SAMBAND;Säljinformation
L50-B-SÄLJINFO-VECKA-G01-SMB ;SAMBAND;Säljinformation
L50-B-Z01-SMB ;SAMBAND;
L50-O-L00-SMB ;SAMBAND;ONLINE: - MENYVAL TILL TP-RUTIN
L60-B-KONTROLL-UPPGIFT-RSV-SMB ;SAMBAND;Kontrolluppgifter
L60-B-PERSON-UPPGIFT-SEMA-SMB ;SAMBAND;Personuppgifter
L60-B-UTBET-BG-SMB ;SAMBAND;Utbetalningar
L60-B-UTBET-NB-SMB ;SAMBAND;Utbetalningar
L60-B-UTBET-PG-SMB ;SAMBAND;Utbetalningar
L66-B-AUTOGIRO-BGC-SMB ;SAMBAND;Batch: Autogiroavdrag
L66-B-FS-SUS-SMB ;SAMBAND;Föreningssparbanken - utbetalningar
L66-B-RSV-SMB ;SAMBAND;Batch: Kontrolluppgifter
L73-B-L87-SMB ;SAMBAND;
L73-B-M11-SMB ;SAMBAND;
L73-B-P05-SMB ;SAMBAND;
L73-B-P25-SMB ;SAMBAND;
L73-B-R61-SMB ;SAMBAND;ALLA GENERELLA PGM
L80-B-C10-SMB ;SAMBAND;Läses i batch
L80-B-L89-SMB ;SAMBAND;
L81-B-KIS-TRANS-L82-SMB ;SAMBAND;BATCH: L81 skickar KIS-transar som L82 tar hand om och vidarebefordrar till KIS
L81-B-L25-SMB ;SAMBAND;
L81-B-L33-SMB ;SAMBAND;Subbar
L81-B-L73-SMB ;SAMBAND;
L81-B-L80-SMB ;SAMBAND;Subbar
L81-B-L82-SMB ;SAMBAND;Subbar
L81-B-L87-SMB ;SAMBAND;Subbar
L81-B-L88-SMB ;SAMBAND;Subbar
L81-B-L89-SMB ;SAMBAND;Subbar
L81-B-R61-SMB ;SAMBAND;Anropar generella moduler batch
L81-B-Y05-SMB ;SAMBAND;Läser och uppdaterar batch
L81-O-AVTAL-L88-SMB ;SAMBAND;ONLINE: Nyupplägg / ändring av avtal
L81-O-D92-SMB ;SAMBAND;Läser och uppdaterar online
L81-O-KOLL-ANNUL-L88-SMB ;SAMBAND;ONLINE: VÄRDEKONTROLL VID ANNULLATION
L82-B-AVISER-TRANS-BG-SMB ;SAMBAND;BATCH: L82 skickar fil med aviseringstransar till BGC.
L82-B-AVISER-TRANS-SIS-SMB ;SAMBAND;BATCH: L82 skickar fil med aviseringstransaktioner till SIS.
L82-B-BETAL-UPPDRAG-D91-SMB ;SAMBAND;Betalningsuppdrag
L82-B-BOKFÖR-TRANS-R3-SMB ;SAMBAND;BATCH: L82 skapar bokföringstransaktioner vid inbetalning och avisering till R/3
L82-B-CREG-L33-SMB ;SAMBAND;BATCH: L33 LÄSER FIL MED NEDLÄST CREG SOM L82 SKAPAR (?)
L82-B-CREG-L50-SMB ;SAMBAND;BATCH: L50 läser fil med nedläst CREG somm L82 skapat
L82-B-CREG-O36-SMB ;SAMBAND;BATCH: O36 läser fil med nedläst CREG som L82 skapar
L82-B-GRUPPLIV-PREMIE-L89-SMB ;SAMBAND;BATCH:  L82 hämtar grupplivpremien för kombavtal vid avisering. Vid uppräkning av fristående grupplivavtal anropas L89DGLB. Vid uppräkning av sjuk- och olycksfallspremie anropas L89D151.
L82-B-INBET-KEP-FORA-PV-L00-SMB ;SAMBAND;BATCH: L82 FÅR inbettransar för KEP, FORA, PV
L82-B-INBET-PREMIE-L88-SMB ;SAMBAND;INBETALDA PREMIER
L82-B-INBET-TRANS-L88-SMB ;SAMBAND;BATCH: L82 skickar inbettransar till L88 för uppdatering av tabeller, köp av andelar
L82-B-INBET-TRANS-Y05-SMB ;SAMBAND;BATCH: L82 skickar fil med transaktioner från inbet och ändring för uppdatering i KIS. Vidarebefordrar även KIS-transar från övriga LIV-system.
L82-B-KOLL-ANNUL-L88-SMB ;SAMBAND;KONTROLL VÄRDE VID ANNULLATION
L82-B-LAS-UPPDAT-CREG-L80-SMB ;SAMBAND;L82 läser / uppdaterar CREG
L82-B-L25-SMB ;SAMBAND;L25 TAR EMOT UTSKRIFTSTRANSAR TILL BL A AVIBREV, LISTOR ....
L82-B-L87-SMB ;SAMBAND;
L82-B-NAMN-ÄNDRING-D70-SMB ;SAMBAND;BATCH: L82 skickar uppgifter om namn-adressändring från DAFA/SPAR till CREG.
L82-B-UNDERLAG-PROV-BER-L73-SMB ;SAMBAND;
L82-O-AVISER-ÄNDRING-L81-SMB ;SAMBAND;ONLINE: Transaktioner från aviseringsändring skickas till L81
L82-O-GRUPPLIV-PREMIE-L89-SMB ;SAMBAND;ONLINE: Visar grupplivpremien på 4.1.2 via L89DGLB
L86-B-ÄNDRING-BEF-AVTAL-L88-SMB ;SAMBAND;BATCH: ÄNDRING BEFINTLIGA AVTAL
L86-O-ÄNDRING-BEF-AVTAL-L88-SMB ;SAMBAND;ONLINE: BEFINTLIGA AVTAL
L87-B-BASBELOPP-L80-SMB ;SAMBAND;HÄMTAR BASBELOPP L80BB
L87-B-C10-SMB ;SAMBAND;Läses i batch
L87-B-FÖRDEL-FÖRMÖGENHET-L35-SMB ;SAMBAND;LÄSER SUPRA FÖR FÖRDELNIG AV FÖRMÖGENHET
L87-B-INBET-ÅR-L80-SMB ;SAMBAND;Läser supra för inbetalningar / år
L87-B-KIS-ADRESS-Y05-SMB ;SAMBAND;ANROPAR KIS FÖR ADRESSER
L87-B-KONT-UPPG-PREM-L88-SMB ;SAMBAND;BATCH: KONTROLLUPPGIFT PREMIE
L87-B-L00-SMB ;SAMBAND;ANROPAR RIA FÖR PERSONROLLEN
L87-B-L25-SMB ;SAMBAND;
L87-B-L35-SMB ;SAMBAND;TEST
L87-B-L50-SMB ;SAMBAND;
L87-B-L80-SMB ;SAMBAND;TEST
L87-B-L81-SMB ;SAMBAND;
L87-B-L82-SMB ;SAMBAND;
L87-B-L88-SMB ;SAMBAND;
L87-B-L89-SMB ;SAMBAND;
L87-B-SVERIGE-SMB ;SAMBAND;FIL FRÅN ÅTERFÖRSÄKRINGSBOLAGET SVERIGE
L87-B-VÄRDEBESKED-L88-SMB ;SAMBAND;BATCH: VÄRDEBESKED / ÅRSBESKED
L87-O-KUND-SAMMANSTÄLL-L88-SMB ;SAMBAND;ONLINE: KUNDSAMMANSTÄLLNING
L87-O-VÄRDEBESKED-L88-SMB ;SAMBAND;ONLINE: VÄRDEBESKED/ÅRSBESKED
L88-B-ADRESS-ÅRSRAPPORT-C10-SMB ;SAMBAND;Batch: Adressfil för utskick av årsrapport
L88-B-AVKAST-SKATT-L00-SMB ;SAMBAND;Avkastningsskatt
L88-B-AVRÄKN-NOTA-L25-SMB ;SAMBAND;Batch: Filer för utskrift av avrökningsnotor
L88-B-AVTALSDATA-L80-SMB ;SAMBAND;Batch: Hämtar avtalsdata
L88-B-BOKFÖR-LIST-L25-SMB ;SAMBAND;Batch: Fil för utskrift av bokföringslistor.
L88-B-BOKFÖR-TRANS-R3-SMB ;SAMBAND;BATCH: SKAPAR BOKFÖRINGSFIL
L88-B-C10-SMB ;SAMBAND;Läses i batch
L88-B-GRUPPAVTAL-L90-SMB ;SAMBAND;BATCH: HÄMTAR GRUPPAVTAL.
L88-B-HIST-AVTAL-L87-SMB ;SAMBAND;HISTORIK AVTALSDATA
L88-B-KONT-UPPG-FÖRMÖG-L87-SMB ;SAMBAND;BATCH: KONTROLLUPPGIFT FÖRMÖGENHET
L88-B-L25-SMB ;SAMBAND;
L88-B-L87-SMB ;SAMBAND;
L88-B-L89-SMB ;SAMBAND;BATCH: BERÄKNING AV: ARVSVINST, FRIGJORD/TILLSKJ RISKSUMMA, DELN.TAL UTBET EFTERLEVANDESKYDD
L88-B-SIGNAL-LISTA-D09-SMB ;SAMBAND;Batch: Signal och resultatlistor
L88-B-UPDAT-AVTALSDATA-L80-SMB ;SAMBAND;BATCH: Uppdatering avtalsdata
L88-B-3MAN-BREV-L25-SMB ;SAMBAND;BATCH: 3 MÅN BREV
L88-O-AVTALSDATA-L80-SMB ;SAMBAND;ONLINE: HÄMTAR AVTALSDATA
L88-O-GRUPPAVTAL-L90-SMB ;SAMBAND;ONLINE: HÄMTAR GRUPPAVTALSDATA
L88-O-HIST-AVTAL-L87-SMB ;SAMBAND;HISTORIK AVTALSDATA
L88-O-UPDAT-AVTALSDATA-L80-SMB ;SAMBAND;ONLINE: UPPDATERING AV AVTALSDATA
L89-B-L33-SMB ;SAMBAND;
L89-B-L50-SMB ;SAMBAND;
L89-B-L73-SMB ;SAMBAND;
L89-B-L81-SMB ;SAMBAND;
L89-B-L82-SMB ;SAMBAND;
L89-B-L86-SMB ;SAMBAND;
L89-B-L87-SMB ;SAMBAND;TP OCH BATCH: LÄSER GRUNDDATA I LAR INKL UT
L89-B-OFFERT-WINNT-L85-SMB ;SAMBAND;OFFERT I WINDOWS NT
L89-O-INBET-L82-SMB ;SAMBAND;TP+BATCH LÄSER INBETALNINGAR
M11-B-BOKFÖR-TRANS-R3-SMB ;SAMBAND;POster för bokföring i R3
M11-B-PROVI-P05-SMB ;SAMBAND;Poster som beräknats och ska betalas ut av 'PA-systemet
M11-B-UTBET-E06-SMB ;SAMBAND;Utbetalningar
N60-B-BETAL-UPPDRAG-D91-SMB ;SAMBAND;Betalningsuppdrag
N60-B-BOKFÖR-TRANS-R3-SMB ;SAMBAND;BATCH: BOKFÖRINGSFIL
N60-B-CBR-TRANS-AVANMÄL-B40-SMB ;SAMBAND;CBR-transaktioner: Avanmälningar
N60-B-C10-SMB ;SAMBAND;Läses i batch
N60-B-SÄLJINFO-MÅNAD-G01-SMB ;SAMBAND;Säljinformation
N60-B-SÄLJINFO-VECKA-G01-SMB ;SAMBAND;Säljinformation
N60-B-UTBET-E06-SMB ;SAMBAND;Utbetalningar
N60-B-Z01-SMB ;SAMBAND;
N80-B-BEST-C04-SMB ;SAMBAND;Beståndsinformation
N80-B-BETAL-UPPDRAG-D91-SMB ;SAMBAND;Betalningsuppdrag
N80-B-BOKFÖR-TRANS-R3-SMB ;SAMBAND;BATCH:BOKFÖRINGSFIL
N80-B-C10-SMB ;SAMBAND;Läses i batch
N80-B-P05-SMB ;SAMBAND;Provisioner
N80-B-REGRESSER-D50-SMB ;SAMBAND;Regresser
N80-B-SÄLJINFO-MÅNAD-G01-SMB ;SAMBAND;Säljinformation
N80-B-SÄLJINFO-VECKA-G01-SMB ;SAMBAND;Sälinformation
N80-B-SICS-SMB ;SAMBAND;FOLKSAM INTER
N80-B-Y05-SMB ;SAMBAND;BATCH
N80-B-Z01-SMB ;SAMBAND;
OMN-B-BOKFÖR-TRANS-R3-SMB ;SAMBAND;BATCH:BOKFÖRINGSFIL FRÅN OMN KAPITALFÖRVALTNING
O01-B-EKO-O21-SMB ;SAMBAND;EKO-rutinen
O01-B-FRISK-O21-SMB ;SAMBAND;FRISK-rutinen
O01-B-KAMPANJ-O21-SMB ;SAMBAND;Kampanjhantering anmälan
O01-B-L87-SMB ;SAMBAND;
O01-B-Y05-SMB ;SAMBAND;
O01-B-Z03-SMB ;SAMBAND;
O03-O-O01-SMB ;SAMBAND;ONLINE
O21-B-EKO-O24-SMB ;SAMBAND;Leverans av ny omfattning till gruppavtal
O21-B-ENGÅNGS-UTSKICK-O24-SMB ;SAMBAND;Engångsutskick
O21-B-FRISK-O24-SMB ;SAMBAND;Erbjudande FRISK - uppdatering
O21-B-HTF-O24-SMB ;SAMBAND;Leverans av ny omfattning till gruppavtal
O21-B-KAMPANJ-O24-SMB ;SAMBAND;Kampanjhantering anmälan - uppdatering
O21-B-LO-PENSION-O24-SMB ;SAMBAND;LO Pensionärerna
O21-B-MEDLEMS-BARN-O24-SMB ;SAMBAND;Erbjudande Medlemsbarn - uppdatering
O21-O-O01-SMB ;SAMBAND;Online
O22-B-UTBET-E06-SMB ;SAMBAND;Utbetalningar
O22-B-Z03-SMB ;SAMBAND;PDP-program
O24-B-BETAL-UPPDRAG-D91-SMB ;SAMBAND;Betalningsuppdrag
O24-B-C10-SMB ;SAMBAND;Läses i batch
O24-B-EKO-O21-SMB ;SAMBAND;
O24-B-HTF-O21-SMB ;SAMBAND;Hämtar befintlig omfattning i gruppavtal
O24-B-KAMPANJ-O21-SMB ;SAMBAND;Kampanjhantering anmälan
O24-B-O01-SMB ;SAMBAND;
O24-B-UTBET-E06-SMB ;SAMBAND;Utbetalningar
O24-B-Y10-SMB ;SAMBAND;BATCH
O24-O-O01-SMB ;SAMBAND;Online anrop
O32-B-C10-SMB ;SAMBAND;Läses i batch
O32-B-L25-SMB ;SAMBAND;
O35-B-L25-SMB ;SAMBAND;
O36-B-BOKFÖR-TRANS-R3-SMB ;SAMBAND;BATCH:BOKFÖRINGSFIL
O36-B-D14-SMB ;SAMBAND;Batch
O36-B-L40-SMB ;SAMBAND;BATCH
O36-B-RSV-SMB ;SAMBAND;BATCH
O36-B-R3-SMB ;SAMBAND;BATCH
O36-B-UTBET-E06-SMB ;SAMBAND;Utbetalningar
O36-B-V02-SMB ;SAMBAND;BATCH
O36-B-Y05-SMB ;SAMBAND;BATCH
O36-O-O01-SMB ;SAMBAND;Läser register
O36-O-TP-D21-SMB ;SAMBAND;TP/Batch
O36-O-TP-L00-SMB ;SAMBAND;TP.
O36-O-TP-L80-SMB ;SAMBAND;TP.
O40-B-O01-SMB ;SAMBAND;
O40-O-KOLL-AVTAL-O45-SMB ;SAMBAND;Kontroll av uppgifter om avtal i O01
O45-B-O01-SMB ;SAMBAND;TEST
O46-B-BOKFÖR-TRANS-R3-SMB ;SAMBAND;BATCH: BOKFÖRINGSFIL
O46-B-C10-SMB ;SAMBAND;Läses i batch
O46-B-INBET-D90-SMB ;SAMBAND;Batch: Skapar fil med inbet till D90
O46-B-INBET-E06-SMB ;SAMBAND;Inbetalningar
O46-B-INBET-R3-SMB ;SAMBAND;Batch: Bokf.fil med inbetalningar
O46-B-LÄSER-PREMIE-O01-SMB ;SAMBAND;Läser premie i O01
O46-B-UTBET-R3-SMB ;SAMBAND;Batch: Utbetalningar
PG-B-INBET-D90-SMB ;SAMBAND;Inbetalningar från postgirot
P05-B-PROVI-M11-SMB ;SAMBAND;Poster som samlats ihop för olika 'provisionsgrundande system som avser juridiska ombud
P10-B-BOKFÖR-TRANS-R3-SMB ;SAMBAND;BATCH:BOKFÖRINGSFIL
P10-B-Z01-SMB ;SAMBAND;
P25-B-BOKFÖR-TRANS-R3-SMB ;SAMBAND;BATCH:BOKFÖRINGSFIL
P25-B-C10-SMB ;SAMBAND;??
P25-B-L81-SMB ;SAMBAND;Läser
P25-B-OMBUDS-UPPGIFT-G01-SMB ;SAMBAND;Ombudsuppgifter
P25-B-OMBUDSREG-L50-SMB ;SAMBAND;OMBUDSREGISTER
P25-B-UTBET-E06-SMB ;SAMBAND;Utbetallningar
R3-B-BETAL-INRIKES-SPADAB-SMB ;SAMBAND;BATCH: BETALNINGSFIL TILL SPADAB INRIKES
R3-B-BETAL-PG-SMB ;SAMBAND;BATCH:BETALNINGFSFIL TILL POSTGIROT
R3-B-BETAL-UTLAND-SPADAB-SMB ;SAMBAND;BATCH: BETALNINGSFIL TILL SPADAB UTLAND
R3-B-H50-SMB ;SAMBAND;BATCH
R3-B-K60-SMB ;SAMBAND;BATCH
R3-B-PÄR-SMB ;SAMBAND;BATCH: FIL TILL PÄR ÄRENDEHANTERING
R3-B-P05-SMB ;SAMBAND;BATCH
R3-B-VALUTA-KTOPLAN-E15-SMB ;SAMBAND;BATCH: VALUTAKONTOPLAN KST
R61-O-L81-SMB ;SAMBAND;Anropat generella moduler online
SEMA-B-PERSON-UPPGIFT-L60-SMB ;SAMBAND;Personuppgifter
SEMAGROUP-B-FAKTURA-D73-SMB ;SAMBAND;Fakturafil
SEMAGROUP-B-ID-D73-SMB ;SAMBAND;Identiteter från SEMA Group
SICS-B-BOKFÖR-E08-SMB ;SAMBAND;Bokföringsunderlag
SIS-B-INBET-TRANS-L82-SMB ;SAMBAND;BATCH: SIS skickar fil med inbetalningatransaktioner eller felkod för återrapportering.
SKANDIA-B-EDIFACT-D50-SMB ;SAMBAND;EDIFACT-fil från Skandia
SPV-B-LÖN-L60-SMB ;SAMBAND;Löneuppgifter
SVERIGE-B-RISKER-L87-SMB ;SAMBAND;Får värden på risker
S50-B-ACK-OFFERT-Z01-SMB ;SAMBAND;ACKUMULERADE OFFERTER: PREMIER OCH FÖRSÄKRINGSBELOPP
S50-B-AVSTÄM-POST-D91-SMB ;SAMBAND;AVSTÄMNINGSPOST FÖR S51.SKTS51
S50-B-BEST-C02-SMB ;SAMBAND;Beståndsfil
S50-B-BOKFÖR-E33-SMB ;SAMBAND;Bokföringstransar
S50-B-BOKFÖR-TRANS-R3-SMB ;SAMBAND;BATCH:BOKFÖRINGSFIL
S50-B-C10-SMB ;SAMBAND;Läses i batch
S50-B-DEB-KRED-D91-SMB ;SAMBAND;DEBITERINGAR OCH KREDITERINGAR
S50-B-FÖRSÄK-INFO-ANTICIMEX-SMB ;SAMBAND;FÖRSÄKRINGSINFORMATION TILL ANTICIMEX EV. FÖRSÄKRINGSBELOPP
S50-B-FÖRSÄK-INFO-SSF-SMB ;SAMBAND;FÖRSÄKRINGSINFORMATION TILL STÖLDSKYDDSFÖRENINGENS BÅTREGISTER
S50-B-FÖRSÄKR-INFO-ANNUL-Z01-SMB ;SAMBAND;FÖRSÄKRINGSINFORMATION: MÅNADENS ANNULLATIONER, PREMIER OCH FÖRSÄKRINGSBELOPP
S50-B-FÖRSÄKR-INFO-Y05-SMB ;SAMBAND;FÖRSÄKRINGSINFORMATION: PREMIER OCH FÖRSÄKRINGSBELOPP
S50-B-FÖRSÄKR-INFO-Z01-SMB ;SAMBAND;FÖRSÄKRINGSINFORMATION: PREMIER OCH FÖRSÄKRINGSBELOPP
S50-B-K60-SMB ;SAMBAND;
S50-B-PROVI-H40-SMB ;SAMBAND;S50:S provisionsuppgifter
S50-B-REORG-KUNDINDEX-H30-SMB ;SAMBAND;Reorg. av kundindex
S50-B-TRANS-H30-SMB ;SAMBAND;Bearb. av transaktioner
TELIA-B-Y05-SMB ;SAMBAND;BATCH
TMS2000-B-FÖRVALT-AVGIFT-L88-SMB ;SAMBAND;Förvaltningsavgifter
V02-B-O36-SMB ;SAMBAND;BATCH
Y05-B-BASUN-SMB ;SAMBAND;
Y05-B-BOKFÖR-TRANS-R3-SMB ;SAMBAND;BATCH:BOKFÖRINGSFIL
Y05-B-C10-SMB ;SAMBAND;Läses i batch, adressinfo
Y05-B-KIS-L87-SMB ;SAMBAND;KIS
Y05-B-KUND-ADRESS-E06-SMB ;SAMBAND;Adressuppgifter
Y05-B-KUND-INFO-G60-SMB ;SAMBAND;Kundinformation
Y05-B-KUND-UPPGIFT-D91-SMB ;SAMBAND;Batch: Kunduppgifter
Y05-B-K60-SMB ;SAMBAND;
Y05-B-L33-SMB ;SAMBAND;KISLES
Y05-B-O01-SMB ;SAMBAND;
Y05-B-SPAR-SMB ;SAMBAND;
Y05-B-TELIA-SMB ;SAMBAND;BATCH
Y05-B-UTVANDRADE-AVLIDNA-K70-SMB ;SAMBAND;Utvandrade och avlidna
Y05-O-BASUN-SMB ;SAMBAND;
Y05-O-CBR-SMB ;SAMBAND;ONLINE
Y05-O-H50-SMB ;SAMBAND;
Y05-O-L81-SMB ;SAMBAND;Läser och uppdaterar online
Y05-O-O24-SMB ;SAMBAND;ONLINE
Y05-O-O36-SMB ;SAMBAND;TP.
Y05-O-SKADEINFO-K70-SMB ;SAMBAND;Skadekontoinformation
Y05-O-SPAR-SMB ;SAMBAND;
Y10-B-BOKFÖR-TRANS-R3-SMB ;SAMBAND;BATCH:BOKFÖRINGSFIL
Z01-B-ANDFIL-Y05-SMB ;SAMBAND;BATCH: ANDFILEN
Z03-B-D92-SMB ;SAMBAND;PDP-program
Z03-B-H50-SMB ;SAMBAND;PDP-program
Z03-B-K60-SMB ;SAMBAND;PDP-program
Z03-B-L25-SMB ;SAMBAND;PDP-program
Z03-B-O22-SMB ;SAMBAND;PDP-program
Z03-O-TP-O36-SMB ;SAMBAND;TP.
